10000; 0.106
20000; 0.664
30000; 1.022
40000; 1.769
50000; 2.749
60000; 3.948
70000; 5.500
80000; 7.018
90000; 8.909
100000; 10.951
10000; 0.149
20000; 0.596
30000; 1.021
40000; 1.840
50000; 2.707
60000; 3.977
70000; 5.490
80000; 7.175
90000; 9.049
100000; 11.241
10000; 0.151
20000; 0.446
30000; 1.039
40000; 1.783
50000; 5.075
60000; 4.149
70000; 5.329
80000; 7.330
90000; 9.021
100000; 10.900
10000; 0.122
20000; 0.389
30000; 0.891
40000; 1.607
