10000; 0.186
20000; 0.453
30000; 1.053
40000; 1.838
50000; 2.896
60000; 4.158
70000; 5.692
80000; 7.591
90000; 9.403
100000; 11.468
10000; 0.109
20000; 0.574
30000; 1.117
40000; 1.820
50000; 2.866
60000; 4.162
70000; 5.853
80000; 7.485
90000; 9.444
100000; 11.751
