10000; 0.000
20000; 0.008
30000; 0.002
40000; 0.002
50000; 0.007
60000; 0.010
70000; 0.005
80000; 0.008
90000; 0.019
100000; 0.013
10000; 0.001
20000; 0.003
30000; 0.002
40000; 0.001
50000; 0.005
60000; 0.007
70000; 0.006
80000; 0.015
90000; 0.036
100000; 0.028
10000; 0.000
20000; 0.001
30000; 0.004
40000; 0.004
50000; 0.006
60000; 0.006
70000; 0.015
80000; 0.009
90000; 0.022
100000; 0.010
10000; 0.000
20000; 0.001
30000; 0.002
40000; 0.004
80000; 0.007
90000; 0.008
100000; 0.009
100000; 0.013
160000; 0.022
220000; 0.024
280000; 0.037
340000; 0.034
400000; 0.041
460000; 0.049
100000; 0.010
160000; 0.019
220000; 0.027
280000; 0.044
340000; 0.045
400000; 0.040
460000; 0.056
