10000; 0.184
20000; 0.529
30000; 1.146
40000; 1.746
50000; 3.408
60000; 3.945
70000; 5.515
80000; 7.388
90000; 8.939
100000; 10.915
10000; 0.261
20000; 0.475
30000; 1.079
40000; 1.845
50000; 3.024
60000; 4.039
70000; 5.421
80000; 7.089
90000; 9.294
100000; 11.100
